Sector,Stage,Amount($),HeadQuarter,Founded,isSuccessFull
Insuretech,Seed,125171163.09181623,Bangalore,2021,0
HealthCare,Seed,125171163.09181623,Bangalore,2019,0
EdTech,Series A,6000000.0,Mumbai,2016,0
Insuretech,Pre-Series A,2500000.0,Bangalore,2020,0
FinTech,Seed,3000000.0,Gurugram,2019,0
E-commerce,Series B,22000000.0,Gurugram,2019,0
EdTech,Seed,50000000.0,Bangalore,2011,0
Venture capitalist,Seed,64000000.0,Mumbai,2012,0
HealthCare,Seed,125171163.09181623,Gurugram,2019,0
Tech Startup,Seed,1500000.0,Haryana,2020,0
FinTech,Seed,125171163.09181623,Mumbai,2020,0
Networking,Pre-Seed,620000.0,New Delhi,2020,0
SaaS startup,Pre-Series A,125171163.09181623,Bangalore,2015,0
Recruitment,Seed,600000.0,Hyderabad,2015,0
EV startup,Seed,900000.0,Bangalore,2020,0
Commercial Real Estate,Other,125171163.09181623,Mumbai,2020,0
FinTech,Pre-Seed,500000.0,Mumbai,2020,0
EdTech,Seed,125171163.09181623,Mangalore,2019,0
EdTech,Other,125171163.09181623,Ahmadabad,2015,0
HealthCare,Series A,4000000.0,New Delhi,2017,0
Food & Beverages,Seed,125171163.09181623,Gurugram,2020,0
AR startup,Seed,300000.0,Ahmadabad,2016,0
Automotive,Series C,42000000.0,Gurugram,2016,0
Automotive,Seed,2000000.0,Chennai,2013,0
HealthCare,Seed,60000000.0,Mumbai,1999,0
HealthCare,Pre-Series A,125171163.09181623,New Delhi,2015,0
EdTech,Series C,65000000.0,Noida,2017,0
E-commerce,Seed,500000.0,Hyderabad,2020,0
E-commerce,Pre-Series A,125171163.09181623,Bangalore,2020,0
FinTech,Seed,125171163.09181623,New Delhi,2019,0
Consumer service,Seed,125171163.09181623,Mumbai,2016,0
EdTech,Seed,125171163.09181623,Hyderabad,2019,0
Logistics,Series B,20000000.0,Gurugram,2015,0
Gaming,Seed,9000000.0,Bangalore,2018,0
HealthCare,Pre-Series A,2000000.0,New Delhi,2017,0
EdTech,Seed,300000.0,Bangalore,2016,0
FinTech,Seed,20000000.0,Bangalore,2016,0
Music,Pre-Seed,125171163.09181623,Bangalore,2020,0
IT startup,Series A,5200000.0,Gurugram,2019,0
HealthCare,Seed,125171163.09181623,Bangalore,2016,0
SaaS startup,Seed,125171163.09181623,New Delhi,2021,0
Fashion,Seed,100000.0,Gurugram,2016,0
Automation,Seed,12000000.0,Chennai,2016,0
Automotive,Seed,6500000.0,Bangalore,2015,0
Solar,Seed,125000000.0,Hyderabad,2010,0
HealthCare,Seies A,3000000.0,Kolkata,2018,0
IT startup,Seed,2000000.0,Hyderabad,2020,0
Consumer goods,Seed,125171163.09181623,Gurugram,2020,0
EdTech,Seed,5000000.0,Kolkata,2011,0
Renewable Energy,Pre-Series A,125171163.09181623,New Delhi,2019,0
IT startup,Seed,100000.0,Bangalore,2019,0
Hospitality,Series D,16000000.0,Bangalore,2015,0
Automotive,Seed,700000.0,Chennai,2019,0
HealthCare,Seed,6000000.0,Gurugram,2018,0
Pet care,Pre-Series A,2600000.0,Bangalore,2021,0
EdTech,Seed,300000.0,Bangalore,2020,0
HealthCare,Pre-Series A,1500000.0,Telugana,2014,0
FinTech,Seed,1300000.0,Bangalore,2020,0
Food & Beverages,Seed,400000.0,New Delhi,2016,0
Media,Seed,40000000.0,Noida,2013,0
MarTech,Pre-Series A,1000000.0,Pune,2015,0
Tech Startup,Seed,1250000.0,Pune,2019,0
Advertisement,Pre-Series A,1800000.0,Bangalore,2014,0
Gaming,Seed,400000000.0,Mumbai,2008,0
AgriTech,Seed,50000000.0,New Delhi,1991,0
Content creation,Seed,125171163.09181623,Bangalore,2018,0
FinTech,Pre-Series A,4100000.0,Bangalore,2019,0
FinTech,Debt Financing,3000000.0,Mumbai,1994,0
E-commerce,Series A,11000000.0,Gurugram,2019,0
Heathcare,Seed,1000000.0,Bangalore,2020,0
AgriTech,Seed,1700000.0,Bangalore,2020,0
Lifestyle,Seed,2000000.0,New Delhi,2015,0
FinTech,Series A,27000000.0,Gurugram,2019,0
Augmented reality,Seed,125171163.09181623,Bangalore,2018,0
Tech Startup,Seed,125171163.09181623,Mumbai,2020,0
FinTech,Seed,234000000.0,Chennai,1984,1
Rental space,Pre-Series A,125171163.09181623,Bangalore,2018,0
EdTech,Series F,460000000.0,Bangalore,2011,1
FinTech,Seed,30000000.0,Bhubaneswar,2009,0
HealthCare,Series B,13500000.0,Bangalore,2014,0
EdTech,Series A,5000000.0,Bangalore,2019,0
D2C Fashion,Seed,4000000.0,Mumbai,2011,0
FinTech,Seed,5100000.0,New Delhi,2014,0
BioTechnology,Series B,195000000.0,Bangalore,2007,0
Bike Rental,Seed,125000.0,Bangalore,2016,0
AI startup,Seed,15000000.0,Jaipur,2020,0
BioTechnology,Seed,10000000.0,Kottayam,2016,0
FinTech,Seed,75000000.0,Bangalore,2018,0
FinTech,Debt Financing,10000000.0,Gurugram,2014,0
FinTech,Seed,1000000.0,Bangalore,2020,0
Beauty products,Seed,45000000.0,Mumbai,2011,0
Tech Startup,Series A,10000000.0,Bangalore,2019,0
Health care,Pre-Seed,1500000.0,New Delhi,2020,0
Tech Startup,Seed,200000000.0,Beijing,2016,0
Heathcare,Series B,12000000.0,Mumbai,2016,0
Tourism,Pre-Series A,1000000.0,Panaji,2004,0
Gaming,Seed,30000000.0,Mumbai,2000,0
Automotive,Series A,2600000.0,New Delhi,2018,0
SpaceTech,Seed,7300000.0,Bangalore,2019,0
Solar,Seed,3500000.0,Gujarat,2016,0
Beauty products,Series C,20000000.0,Mumbai,2015,0
Gaming,Pre-Seed,300000.0,Bangalore,2020,0
Insurance,Seed,75000000.0,Gurugram,2008,0
Rental space,Seed,5000000.0,Bangalore,2017,0
HealthCare,Series A,6300000.0,Coimbatore,2014,0
FinTech,Seed,4000000.0,Mumbai,2008,0
Consulting,Seed,2000000.0,New Delhi,2020,0
AI startup,Seed,125171163.09181623,Bangalore,2015,0
FinTech,Seed,40000000.0,Mumbai,2011,0
FinTech,Debt Financing,5000000.0,Gurugram,2015,0
FinTech,Pre-Seed,125171163.09181623,Mumbai,2016,0
FemTech,Seed,1000000.0,Mumbai,2020,0
Cultural,Seed,300000.0,Pune,2019,0
FinTech,Seed,500000.0,Mumbai,2020,0
FinTech,Series B,10000000.0,Chennai,2014,0
FinTech,Series B,17000000.0,Bangalore,2019,0
FinTech,Seed,3000000.0,Mumbai,2010,0
Hospitality,Seed,200000000.0,Gurugram,2012,0
HealthCare,Seed,140000000.0,New Delhi,2000,0
HealthTech,Pre-Series A,2000000.0,Bangalore,2018,0
EdTech,Seed,400000.0,New Delhi,2019,0
Co-working,Pre-Series A,500000.0,Gurugram,2017,0
FinTech,Seed,6000000.0,Bangalore,2011,0
InsureTech,Series A,5000000.0,Bangalore,2018,0
Gaming,Seed,20000000.0,Gurugram,2012,0
EdTech,Series A,12500000.0,Bangalore,2015,0
E-commerce,Seed,20000000.0,New Delhi,2012,0
InsureTech,Series D,45000000.0,Mumbai,2015,0
Supply chain platform,Seed,3000000.0,Bangalore,2019,0
FinTech,Debt Financing,10000000.0,Chennai,2008,0
Social platform,Seed,800000.0,Bangalore,2020,0
Gaming,Seed,500000.0,Mumbai,2016,0
E-commerce,Seed,200000.0,Gurugram,2018,0
Drone,Seed,1000000.0,Chennai,2016,0
E-commerce,Seed,15000000.0,Gurugram,2009,0
B2B service,Seed,125171163.09181623,New Delhi,2014,0
EdTech,Seed,1000000.0,Gurugram,2020,0
E-commerce,Debt Financing,3000000.0,Jaipur,2018,0
Automotive,Series A,4000000.0,New Delhi,2018,0
FinTech,Seed,40000000.0,Mumbai,2011,0
Blockchain startup,Pre-Series A,1800000.0,Bangalore,2018,0
EdTech,Seed,1500000.0,Pune,2013,0
EdTech,Seed,125171163.09181623,Gurugram,2018,0
Recruitment,Seed,12500000.0,Bangalore,2019,0
Drone,Seed,2000000.0,Mumbai,2007,0
CleanTech,Seed,500000.0,Bangalore,2018,0
FinTech,Debt Financing,50000000.0,Chennai,2008,0
Fashion,Seed,95000000.0,"Faridabad, Haryana",2010,0
Automotive,Seed,125171163.09181623,New Delhi,2018,0
EdTech,Series A,3000000.0,Gurugram,2018,0
FinTech,Seed,200000.0,New Delhi,2019,0
EdTech,Seed,125171163.09181623,Bangalore,2020,0
Fashion,Seed,2000000.0,Bangalore,2020,0
Real estate,Pre-Seed,350000.0,Bangalore,2018,0
Consulting,Series B,15000000.0,Bangalore,2008,0
AI company,Seed,125171163.09181623,Pune,2016,0
Sports startup,Seed,400000.0,Gurugram,2019,0
Renewable Energy,Series A,15000000.0,Mumbai,2017,0
FinTech,Pre-Series A,1000000.0,Bangalore,2019,0
AI company,Series A,5000000.0,Bangalore,2015,0
SpaceTech,Series A,11000000.0,Chennai,2017,0
FinTech,Seed,125171163.09181623,New Delhi,2019,0
SaaS startup,Pre-Series A,200000.0,Bangalore,2020,0
EdTech,Seed,1500000.0,Gurugram,2017,0
FinTech,Seed,15000000.0,Chennai,2007,0
FinTech,Pre-Series A,125171163.09181623,Bangalore,2017,0
Matrimony,Pre-Series A,3000000.0,Bangalore,2016,0
Social Media,Series B,30000000.0,Bangalore,2020,0
AI startup,Seed,125171163.09181623,Noida,2017,0
EdTech,Pre-Series A,200000.0,Mumbai,2015,0
Human Resources,Seed,1800000.0,Bangalore,2020,0
BioTechnology,Seed,600000.0,New Delhi,2016,0
AgriTech,Pre-Series A,24000000.0,Gurugram,2015,0
FinTech,Seed,8000000.0,Mumbai,2019,0
Crypto,Seed,125171163.09181623,Mumbai,2017,0
Mobility,Seed,6000000.0,New Delhi,2015,0
Electronics,Pre-Series A,500000.0,Hyderabad,2019,0
Sports startup,Seed,50000000.0,Mumbai,2019,0
FinTech,Series A,30000000.0,Mumbai,2017,0
HealthCare,Series A,15000000.0,Bangalore,2019,0
HealthCare,Seed,140000.0,Satara,2019,0
EdTech,Pre-Series A,200000.0,Mumbai,2016,0
SaaS startup,Pre-Seed,300000.0,Bangalore,2019,0
Clothing,Series A,50000000.0,Bangalore,2021,0
Consulting,Seed,200000.0,Ahmadabad,2021,0
HealthCare,Pre-Series A,5000000.0,Orissia,2017,0
FinTech,Seed,200000.0,Bangalore,2019,0
EdTech,Seed,125171163.09181623,New Delhi,2018,0
FinTech,Debt Financing,6000000.0,New Delhi,2018,0
Tech Startup,Seed,1000000.0,Bangalore,2019,0
IT startup,Seed,800000.0,Mumbai,2018,0
Analytics,Series A,4000000.0,Mumbai,2011,0
FinTech,Pre-Seed,2000000.0,Mumbai,2020,0
Finance,Pre-Series A,800000.0,Jaipur,2015,0
Logistics,Seed,125171163.09181623,Mumbai,2020,0
AI startup,Seed,200000.0,Chandigarh,2020,0
AI startup,Pre-Series A,1000000.0,Bangalore,2019,0
AI startup,Seed,3000000.0,Chennai,2020,0
Retail,Seed,1000000.0,Mumbai,2014,0
EdTech,Series A,16500000.0,Bangalore,2020,0
HealthCare,Seed,100000.0,Jodhpur,2020,0
Software,Seed,340000.0,Chennai,2018,0
Transportation,Series C,43000000.0,Bangalore,2015,0
EdTech,Seed,150000000.0,Bangalore,2011,1
E-commerce,Series D,75000000.0,Pune,2015,0
FinTech,Debt Financing,3000000.0,Bangalore,2017,0
FinTech,Pre-Series A,1600000.0,Noida,2016,0
IoT platform,Seed,1000000.0,Pune,2020,0
FinTech,Pre-Series A,1000000.0,Mumbai,2020,0
E-commerce,Seed,60000000.0,Mumbai,2021,0
Financial Services,Series B,50000000.0,Bangalore,2019,0
Commerce,Pre-Series A,1000000.0,Gurugram,2020,0
Computer Software,Seed,125171163.09181623,Hyderabad,2019,0
Hospitality,Pre-Series A,1000000.0,Mumbai,2015,0
Defense & Space,Seed,125171163.09181623,Bangalore,2017,0
Financial Services,Pre-Series A,2000000.0,New Delhi,2020,0
Retail,Seed,2000000.0,Bangalore,2017,0
Food & Beverages,Pre-Series A,7000000.0,Bangalore,2015,0
HR Tech,Pre-Series A,3300000.0,Gurugram,2014,0
Financial Services,Seed,150000.0,Bangalore,2020,0
Mobility,Seed,92000000.0,Bangalore,2012,0
Logistics & Supply Chain,Seed,10000000.0,Mumbai,2013,0
Consumer Goods,Seed,400000.0,Mumbai,2015,0
"Health, Wellness & Fitness",Seed,600000.0,Bangalore,2020,0
Renewables & Environment,Pre-Series A,7000000.0,New Delhi,2019,0
Information Technology & Services,Series D,150000000.0,Pune,2021,1
"Health, Wellness & Fitness",Series A,24000000.0,Mumbai,2019,0
SaaS startup,Pre-Seed,300000.0,Bangalore,2020,0
Entertainment,Seed,2000000.0,Mumbai,2012,0
Retail,Pre-Series A,1500000.0,New Delhi,2021,0
E-commerce,Series A,7000000.0,Hyderabad,2018,0
Business Supplies & Equipment,Pre-Seed,300000.0,New Delhi,2021,0
FinTech,Series A,7000000.0,Noida,2019,0
NFT,Seed,3000000.0,Bangalore,2021,0
Furniture,Series C,20000000.0,Bangalore,2014,0
Oil & Energy,Seed,100000.0,Coimbatore,2020,0
EV,Seed,3000000.0,Bangalore,2021,0
Financial Services,Series C,30000000.0,Pune,2017,0
E-learning,Pre-Seed,100000.0,Surat,2020,0
Online Media,Seed,150000.0,Lucknow,2016,0
Information Technology & Services,Seed,4500000.0,Ahmedabad,2011,0
Food & Beverages,Seed,17000000.0,Gurugram,2011,0
Company-as-a-Service,Seed,3000000.0,New York,2020,0
Eyewear,Pre-Series A,2000000.0,Gurugram,2021,0
Textiles,Seed,2000000.0,Mumbai,2013,0
Information Technology & Services,Pre-Series A,3000000.0,Bangalore,2019,0
Information Technology & Services,Series A,12000000.0,Chennai,2017,0
Hospital & Health Care,Pre-Series A,4000000.0,Bangalore,2016,0
Computer Software,Seed,2500000.0,Bangalore,2021,0
D2C,Series B,135000000.0,Bangalore,2021,0
Professional Training & Coaching,Seed,8000000.0,Haryana,2021,0
Maritime,Pre-Series A,1600000.0,Chennai,2015,0
Consumer Goods,Seed,20000000.0,Mumbai,2009,0
Information Technology & Services,Series A,15000000.0,New Delhi,2020,0
Financial Services,Series A,20000000.0,Bangalore,2020,0
Financial Services,Seed,4000000.0,Gurugram,2020,0
Furniture,Seed,200000.0,Gurugram,2019,0
Venture Capital & Private Equity,Seed,15000000.0,Santra,2006,0
Financial Services,Seed,5000000.0,Bangalore,2019,0
Financial Services,Seed,125171163.09181623,New Delhi,2019,0
E-learning,Series B,13000000.0,Mumbai,2015,0
Computer Software,Seed,125171163.09181623,"Mountain View, CA",2021,0
E-learning,Seed,300000.0,Trivandrum,2021,0
Financial Services,Seed,5500000.0,Bangalore,2021,0
"Health, Wellness & Fitness",Seed,6000000.0,Gurugram,2019,0
Housing Marketplace,Seed,155000.0,Ahmedabad,2017,0
Education Management,Seed,1000000.0,Jaipur,2015,0
Real Estate,Series E,2100000.0,Bangalore,2014,0
Industrial Automation,Series B,20000000.0,Pune,2017,0
Financial Services,Seed,30000000.0,Gurugram,2014,0
Financial Services,Seed,400000.0,Hyderabad,2018,0
Consumer Goods,Seed,700000.0,New Delhi,2020,0
Financial Services,Seed,40000000.0,Gurugram,2015,0
Real Estate,Seed,500000.0,Bangalore,2020,0
Tech startup,Series B,25000000.0,New Delhi,2019,0
Automotive,Pre-Series,21000000.0,Bangalore,2019,0
Sports,Seed,840000000.0,Mumbai,2008,0
Automotive,Series E,248000000.0,Gurugram,2015,1
Furniture Rental,Seed,10000000.0,Bangalore,2014,0
Financial Services,Series B,220000000.0,Bangalore,2015,1
E-learning,Pre-Series A,5000000.0,Bangalore,2020,0
E-learning,Series B,20000000.0,Gurugram,2016,0
Hospital & Health Care,Seed,12000000.0,Pune,2018,0
Financial Services,Debt Financing,1000000.0,Bangalore,2020,0
Cosmetics,Pre-Series A,1500000.0,Ahmedabad,2019,0
Consumer Goods,Seed,400000.0,Gurugram,2020,0
FinTech,Series C,30000000.0,New Delhi,2016,0
Recruitment,Seed,4300000.0,Bangalore,2020,0
Textiles,Seed,570000.0,Mumbai,2020,0
E-commerce,Pre-Series A,2200000.0,Gurugram,2017,0
Information Technology & Services,Seed,4700000.0,Mumbai,2008,0
Insurance,Series A,7000000.0,Noida,2016,0
EdTech,Seed,300000000.0,Bangalore,2011,1
Information Technology & Services,Seed,1300000.0,Bangalore,2021,0
Food & Beverages,Series G,52000000.0,Bangalore,2015,0
Mobility,Series C,40000000.0,Mumbai,2014,0
Information Technology & Services,Seed,4000000.0,Chennai,2005,0
Farming,Seed,125171163.09181623,Jharkhand,2021,0
EdTech,Series B,28000000.0,Gurugram,2011,0
Telecommunications,Series A,5000000.0,Hyderabad,2007,0
Crypto,Series C,260000000.0,Bangalore,2017,0
Insurance,Seed,3500000.0,Bangalore,2020,0
Automotive,Seed,2000000.0,Bangalore,2020,0
Information Technology & Services,Pre-Series A,1000000.0,Bangalore,2006,0
Computer Software,Seed,125171163.09181623,Bangalore,2011,0
Renewables & Environment,Seed,125171163.09181623,Kanpur,2017,0
"Health, Wellness & Fitness",Series C,140000000.0,Chennai,2018,0
Equity Management,Seed,3000000.0,Mumbai,2021,0
"Health, Wellness & Fitness",Seed,125171163.09181623,New Delhi,2020,0
Cloud kitchen,Series F,175000000.0,Mumbai,2011,0
Marketing & Advertising,Seed,3000000.0,Mumbai,2020,0
Nanotechnology,Seed,2000000.0,Bangalore,2014,0
Entertainment,Seed,19000000.0,Bangalore,2018,0
Computer Software,Pre-Series A,1000000.0,Ahmedabad,2018,0
Automotive,Seed,200000000.0,Bangalore,2017,1
Community,Pre-Series A,810000.0,Gurugram,2014,0
Retail,Pre-Series A,600000.0,New Delhi,2018,0
Higher Education,Seed,400000.0,Bangalore,2018,0
Financial Services,Pre-Seed,500000.0,Bangalore,2019,0
Financial Services,Pre-Series A,500000.0,Pune,2014,0
"Health, Wellness & Fitness",Seed,7500000.0,New Delhi,2015,0
Media,Seed,700000.0,Bangalore,2020,0
NFT,Seed,1000000.0,Gurugram,2021,0
B2B,Series A,30000000.0,Bangalore,2020,0
Mechanical Or Industrial Engineering,Seed,600000000.0,Bangalore,2018,0
Software Startup,Series B,125000000.0,Ahmedabad,2020,0
Financial Services,Series C,35000000.0,Chennai,2015,0
Financial Services,Series C,90000000.0,Bangalore,2017,0
Financial Services,Seed,3500000.0,Bangalore,2021,0
E-learning,Seed,400000.0,Bangalore,2021,0
Automotive,Series E,250000000.0,Jaipur,2008,0
D2C jewellery,Seed,24000000.0,Bangalore,2015,0
Sales and Distribution,Pre-Series A,1000000.0,Bangalore,2017,0
SaaS,Series A,11000000.0,Mumbai,2016,0
E-learning,Seed,500000.0,Bangalore,2021,0
Food & Beverages,Series B,50000000.0,Mumbai,2020,0
Information Technology & Services,Seed,2300000.0,Bangalore,2019,0
Information Services,Series A,5700000.0,Bangalore,2018,0
Apparel & Fashion,Seed,200000.0,Mumbai,2019,0
Crypto,Seed,1500000.0,Mumbai,2021,0
Information Technology & Services,Series A,30000000.0,Gurugram,2014,0
"Health, Wellness & Fitness",Seed,4000000.0,Gurugram,1989,0
Furniture,Seed,60000000.0,Bangalore,1963,0
Financial Services,Series C,8000000.0,Bhilwara,2016,0
Computer Software,Seed,2200000.0,Bangalore,2021,0
Biotechnology,Seed,100000.0,Bangalore,2018,0
SaaS,Series A,17000000.0,Noida,2016,0
Translation & Localization,Seed,600000.0,Noida,2017,0
Finance,Series E,250000000.0,Bangalore,2018,0
Education Management,Pre-Seed,5000000.0,Noida,2013,0
Entertainment,Seed,1000000.0,Gurugram,2017,0
Financial Services,Series B,30000000.0,Mumbai,2017,0
Financial Services,Seed,5500000.0,Mumbai,2017,0
Marketing & Advertising,Pre-Series A,7000000.0,Mumbai,2020,0
Automotive,Seed,50000000.0,Bangalore,2017,0
Entertainment,Pre-Series A,3000000.0,Mumbai,2020,0
Financial Services,Pre-Series A,4000000.0,New Delhi,2017,0
Food & Beverages,Pre-Series A,1000000.0,Gurugram,2020,0
Investment Banking,Seed,500000.0,New Delhi,2018,0
Farming,Series A,10000000.0,Gurugram,2015,0
EdTech,Series A,6750000.0,Gurugram,2020,0
Information Technology & Services,Series D,10000000.0,Mumbai,2011,0
Retail,Pre-Series A,4000000.0,Ghaziabad,2016,0
Hospitality,Pre-Series A,1200000.0,Gurugram,2017,0
Information Technology & Services,Seed,3000000.0,Gurugram,2021,0
Mechanical Or Industrial Engineering,Seed,400000.0,Chennai,2016,0
E-learning,Seed,1300000.0,Bangalore,2021,0
Social commerce,Seed,100000000.0,Bangalore,2016,0
Food & Beverages,Series A,6000000.0,Mumbai,2016,0
Computer Software,Series C,75000000.0,Bangalore,2011,0
Finance,Series E,250000000.0,Bangalore,2016,0
Consumer Goods,Seed,1100000.0,Chennai,2016,0
Financial Services,Seed,10000000.0,New Delhi,2018,0
E-learning,Series B,78000000.0,Bangalore,2020,0
Logistics & Supply Chain,Series E,100000000.0,Bangalore,2014,0
Information Technology & Services,Series A,6000000.0,Gurugram,2017,0
Marketing,Pre-Seed,200000.0,Gurugram,2020,0
Financial Services,Series A,3500000.0,Gurugram,2020,0
Financial Services,Pre-Series A,3200000.0,Bangalore,2020,0
Financial Services,Seed,500000.0,New Delhi,2020,0
AgriTech,Seed,10000000.0,Indore,2016,0
Femtech,Series B,6000000.0,Bangalore,2016,0
Computer Software,Series A,5400000.0,Pune,2012,0
Human Resources,Seed,400000.0,Bangalore,2017,0
Information Technology & Services,Series D,115000000.0,Gurugram,2012,0
Retail,Seed,125171163.09181623,Bangalore,2014,0
Financial Services,Series A,40000000.0,Bangalore,2020,0
Computer Software,Seed,8000000.0,Bangalore,2018,0
sports,Pre-Seed,400000.0,Mumbai,2021,0
Tech startup,Seed,3000000.0,Chennai,2018,0
Foootwear,Pre-Series A,1100000.0,Mumbai,2016,0
Computer Software,Pre-Series A,1900000.0,Bangalore,2019,0
Consumer Goods,Seed,5000000.0,Ahmedabad,2014,0
Insurance,Series D,255000000.0,Bangalore,2016,0
Retail,Pre-Series B,18000000.0,Mumbai,2015,0
Food & Beverages,Pre-Series A,1200000.0,Noida,2015,0
Legal Services,Seed,10000000.0,Chennai,2010,0
Hospital & Health Care,Pre-Series A,4000000.0,Bangalore,2017,0
Veterinary,Pre-Series A,5500000.0,Pune,2018,0
Financial Services,Series A2,15000000.0,Bangalore,2017,0
Consumer Goods,Pre-Series A,700000.0,New Delhi,2018,0
E-commerce,Seed,70000000.0,Mumbai,2012,0
Arts & Crafts,Seed,125171163.09181623,Noida,2013,0
Hospital & Health Care,Series C,48000000.0,Bangalore,2017,0
Food & Beverages,Seed,125171163.09181623,Mumbai,2019,0
E-learning,Seed,400000.0,Mumbai,2020,0
Hospital & Health Care,Seed,2300000.0,Gurugram,2018,0
FinTech,Series A,90000000.0,Chennai,2017,0
E-learning,Series E,100000000.0,Bangalore,2011,0
Telecommunications,Series C,35000000.0,Bangalore,2011,0
sports,Series A,2000000.0,Gurugram,2020,0
Social commerce,Seed,570000000.0,Bangalore,2015,0
Automotive,Seed,125171163.09181623,Gurugram,2018,0
Computer Software,Pre-Series A,100000.0,Hyderabad,2016,0
Information Technology & Services,Seed,7000000.0,Mumbai,2017,0
Blockchain,Seed,2500000.0,Chandigarh,2021,0
Financial Services,Seed,400000.0,Hyderabad,2021,0
Automotive,Seed,200000000.0,Bangalore,2017,1
Construction,Pre-Seed,550000.0,Bangalore,2020,0
FinTech,Pre-Series B,5000000.0,Gurugram,2017,0
Arts & Crafts,Pre-Series A,125171163.09181623,Guwahati,2016,0
Information Technology & Services,Seed,150000.0,Gurugram,2021,0
Financial Services,Seed,2500000.0,Bangalore,2019,0
Financial Services,Seed,2700000.0,Hyderabad,2016,0
FinTech,Pre-Series A,12000000.0,Bangalore,2019,0
Food & Beverages,Seed,400000.0,Bangalore,2015,0
Financial Services,Series B,10000000.0,Mumbai,2015,0
"Health, Wellness & Fitness",Series A,11000000.0,Pune,2016,0
Healthtech,Series C,75000000.0,Mumbai,2014,0
Farming,Seed,125171163.09181623,Bangalore,2016,0
Logistics & Supply Chain,Seed,125000000.0,Gurugram,2011,0
Financial Services,Seed,4200000.0,Bangalore,2020,0
Investment Management,Seed,10000000.0,Mumbai,2016,0
Education,Pre-Series A,3000000.0,New Delhi,2018,0
sports,Seed,125171163.09181623,Gurugram,2017,0
"Health, Wellness & Fitness",Series A,1000000.0,New Delhi,2018,0
Management Consulting,Pre-Seed,1500000.0,Gurugram,2020,0
Hospital & Health Care,Seed,30000000.0,Ahmedabad,2016,0
B2B startup,Series B,30000000.0,New Delhi,2015,0
Financial Services,Seed,50000000.0,Bangalore,2013,0
Information Technology & Services,Pre-Series A,1000000.0,Bangalore,2017,0
Sochcast is an Audio experiences company that give the listener and creators an Immersive Audio experience,Seed,125171163.09181623,Online Media	#REF!,2020,0
Hospital & Health Care,Series A,3000000.0,New Delhi,2019,0
FinTech,Seed,2300000.0,Gurugram,2020,0
Financial Services,Pre-Series A,1700000.0,Noida,2016,0
Retail,Series A,4000000.0,Mumbai,2016,0
Logistics & Supply Chain,Series A,7000000.0,Gurugram,2017,0
Professional Training & Coaching,Seed,1200000.0,Mumbai,2021,0
Hospitality,Series A,3000000.0,Bangalore,2018,0
E-learning,Seed,200000.0,Hyderabad,2019,0
Computer Software,Series B,30000000.0,Gurugram,2015,0
Automotive,Series F,450000000.0,Gurugram,2015,1
Financial Services,Debt Financing,2000000.0,Bangalore,2019,0
Online Media,Pre-Seed,200000.0,Bangalore,2020,0
Information Technology & Services,Series B,31000000.0,Bangalore,2019,0
Mobility,Seed,540000.0,Bangalore,2016,0
Design,Seed,25000000.0,Bangalore,2015,0
Financial Services,Pre-Seed,125171163.09181623,Pune,2021,0
Computer Software,Pre-Series A,3000000.0,Bangalore,2019,0
E-learning,Seed,125171163.09181623,Mumbai,2019,0
E-learning,Seed,1000000.0,Gurugram,2020,0
Food & Beverages,Series C,15000000.0,Kolkata,2008,0
Consumer Services,Seed,700000.0,Bangalore,2021,0
Biotechnology,Seed,30000000.0,Chennai,2004,0
Financial Services,Series C,50000000.0,Bangalore,2015,0
E-learning,Series A,14000000.0,Bangalore,2020,0
FinTech,Pre-Seed,600000.0,Bangalore,2020,0
Healtcare,Seed,300000.0,Mumbai,2018,0
Online Media,Seed,125171163.09181623,Mumbai,2020,0
Higher Education,Seed,125171163.09181623,New Delhi,2017,0
Automotive,Seed,3000000.0,Bangalore,2020,0
Computer Software,Seed,5000000.0,Pune,2020,0
B2B Travel,Pre-Series A,2200000.0,New Delhi,2018,0
Food & Beverages,Pre-Seed,340000.0,Mumbai,2021,0
Information Technology & Services,Seed,200000.0,Ahmedabad,2013,0
Information Technology & Services,Series C,24000000.0,Bangalore,2014,0
Hospital & Health Care,Seed,1000000.0,Noida,2021,0
Financial Services,Seed,4000000.0,Mumbai,2012,0
EdTech,Seed,125171163.09181623,Pune,2019,0
Computer Software,Seed,2000000.0,Hyderabad,2020,0
Retail,Pre-Series A,900000.0,Gurugram,2019,0
Healthtech,Seed,4500000.0,Mumbai,2019,0
E-learning,Series C,10000000.0,New Delhi,2017,0
FinTech,Seed,1000000.0,Mumbai,2020,0
Information Technology & Services,Seed,6200000.0,Mumbai,2019,0
Consumer Services,Pre-Series A,200000.0,Mumbai,2019,0
Information Technology & Services,Series A,8000000.0,Bangalore,2016,0
sports,Series E,125171163.09181623,Bangalore,2018,0
EdTech,Seed,800000.0,Jaipur,2015,0
Logistics & Supply Chain,Seed,125171163.09181623,Mumbai,2016,0
Music,Seed,750000.0,Mumbai,2021,0
Gaming,Seed,2000000.0,Noida,2020,0
"Health, Wellness & Fitness",Series A,6300000.0,Bangalore,2019,0
Recruitment,Series C,100000000.0,Bangalore,2019,0
AgriTech,Series A,6500000.0,Bangalore,2017,0
Apparel & Fashion,Pre-Series A,1000000.0,Bangalore,2018,0
